,Country,Region,Var,Year,Value
2577,Poland,Central and Eastern Europe,Perceptions of corruption,2021,0.735
2578,Portugal,Western Europe,Perceptions of corruption,2021,0.887
2579,Romania,Central and Eastern Europe,Perceptions of corruption,2021,0.938
2580,Russia,Commonwealth of Independent States,Perceptions of corruption,2021,0.845
2581,Rwanda,Sub-Saharan Africa,Perceptions of corruption,2021,0.167
2582,Saudi Arabia,Middle East and North Africa,Perceptions of corruption,2021,0.684
2583,Senegal,Sub-Saharan Africa,Perceptions of corruption,2021,0.801
2584,Serbia,Central and Eastern Europe,Perceptions of corruption,2021,0.835
2585,Sierra Leone,Sub-Saharan Africa,Perceptions of corruption,2021,0.866
2586,Singapore,Southeast Asia,Perceptions of corruption,2021,0.082
2587,Slovakia,Central and Eastern Europe,Perceptions of corruption,2021,0.911
2588,Slovenia,Central and Eastern Europe,Perceptions of corruption,2021,0.806
2589,South Africa,Sub-Saharan Africa,Perceptions of corruption,2021,0.86
2590,South Korea,East Asia,Perceptions of corruption,2021,0.727
2591,South Sudan,Sub-Saharan Africa,Perceptions of corruption,2021,
2592,Spain,Western Europe,Perceptions of corruption,2021,0.745
2593,Sri Lanka,South Asia,Perceptions of corruption,2021,0.863
2594,Swaziland,Sub-Saharan Africa,Perceptions of corruption,2021,0.708
2595,Sweden,Western Europe,Perceptions of corruption,2021,0.237
2596,Switzerland,Western Europe,Perceptions of corruption,2021,0.292
2597,Taiwan Province of China,East Asia,Perceptions of corruption,2021,0.721
2598,Tajikistan,Commonwealth of Independent States,Perceptions of corruption,2021,0.553
2599,Tanzania,Sub-Saharan Africa,Perceptions of corruption,2021,0.577
2600,Thailand,Southeast Asia,Perceptions of corruption,2021,0.895
2601,Togo,Sub-Saharan Africa,Perceptions of corruption,2021,0.772
2602,Trinidad and Tobago,Latin America and Caribbean,Perceptions of corruption,2021,
2603,Tunisia,Middle East and North Africa,Perceptions of corruption,2021,0.87
2604,Turkey,Middle East and North Africa,Perceptions of corruption,2021,0.776
2605,Turkmenistan,Commonwealth of Independent States,Perceptions of corruption,2021,0.888
2606,Uganda,Sub-Saharan Africa,Perceptions of corruption,2021,0.855
2607,Ukraine,Commonwealth of Independent States,Perceptions of corruption,2021,0.924
2608,United Arab Emirates,Middle East and North Africa,Perceptions of corruption,2021,0.589
2609,United Kingdom,Western Europe,Perceptions of corruption,2021,0.459
2610,United States,North America and ANZ,Perceptions of corruption,2021,0.698
2611,Uruguay,Latin America and Caribbean,Perceptions of corruption,2021,0.59
2612,Uzbekistan,Commonwealth of Independent States,Perceptions of corruption,2021,0.515
2613,Venezuela,Latin America and Caribbean,Perceptions of corruption,2021,0.827
2614,Vietnam,Southeast Asia,Perceptions of corruption,2021,0.796
2615,Yemen,Middle East and North Africa,Perceptions of corruption,2021,0.8
2616,Zambia,Sub-Saharan Africa,Perceptions of corruption,2021,0.823
2617,Zimbabwe,Sub-Saharan Africa,Perceptions of corruption,2021,0.821
2618,Afghanistan,South Asia,Perceptions of corruption,% Change,-1.0374524468090345
2619,Albania,Central and Eastern Europe,Perceptions of corruption,% Change,0.5239615692632996
2620,Algeria,Middle East and North Africa,Perceptions of corruption,% Change,2.2454380339163875
2621,Argentina,Latin America and Caribbean,Perceptions of corruption,% Change,-0.9512765291406166
2622,Armenia,Commonwealth of Independent States,Perceptions of corruption,% Change,-18.686027007398053
2623,Australia,North America and ANZ,Perceptions of corruption,% Change,6.462638647113255
2624,Austria,Western Europe,Perceptions of corruption,% Change,-3.791317936113198
2625,Azerbaijan,Commonwealth of Independent States,Perceptions of corruption,% Change,-8.422515204215253
2626,Bahrain,Middle East and North Africa,Perceptions of corruption,% Change,-2.346272812864223
2627,Bangladesh,South Asia,Perceptions of corruption,% Change,3.0455025761693086
2628,Belarus,Commonwealth of Independent States,Perceptions of corruption,% Change,-1.3703806947574126
2629,Belgium,Western Europe,Perceptions of corruption,% Change,5.504190874706696
2630,Benin,Sub-Saharan Africa,Perceptions of corruption,% Change,-10.739916037481757
2631,Bolivia,Latin America and Caribbean,Perceptions of corruption,% Change,1.9929091077146532
2632,Bosnia and Herzegovina,Central and Eastern Europe,Perceptions of corruption,% Change,-0.29655157567768975
2633,Botswana,Sub-Saharan Africa,Perceptions of corruption,% Change,2.965441346420851
2634,Brazil,Latin America and Caribbean,Perceptions of corruption,% Change,-1.89478962877343
2635,Bulgaria,Central and Eastern Europe,Perceptions of corruption,% Change,-0.3831977275919518
2636,Burkina Faso,Sub-Saharan Africa,Perceptions of corruption,% Change,1.109087068493934
2637,Burundi,Sub-Saharan Africa,Perceptions of corruption,% Change,0.01078419416450479
2638,Cambodia,Southeast Asia,Perceptions of corruption,% Change,2.458886135587552
2639,Cameroon,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.3919246521104076
2640,Canada,North America and ANZ,Perceptions of corruption,% Change,6.180644306298837
2641,Central African Republic,Sub-Saharan Africa,Perceptions of corruption,% Change,
2642,Chad,Sub-Saharan Africa,Perceptions of corruption,% Change,0.5280727202987169
2643,Chile,Latin America and Caribbean,Perceptions of corruption,% Change,-0.9829448121010689
2644,China,East Asia,Perceptions of corruption,% Change,0.13646411646281922
2645,Colombia,Latin America and Caribbean,Perceptions of corruption,% Change,-2.726414362272589
2646,Comoros,Sub-Saharan Africa,Perceptions of corruption,% Change,0.04834576900964863
2647,Congo (Brazzaville),Sub-Saharan Africa,Perceptions of corruption,% Change,-0.9017381820490866
2648,Congo (Kinshasa),Sub-Saharan Africa,Perceptions of corruption,% Change,
2649,Costa Rica,Latin America and Caribbean,Perceptions of corruption,% Change,2.882695815770175
2650,Croatia,Central and Eastern Europe,Perceptions of corruption,% Change,2.4555212540629032
2651,Cyprus,Western Europe,Perceptions of corruption,% Change,-1.4331599852487922
2652,Czech Republic,Central and Eastern Europe,Perceptions of corruption,% Change,1.1129130229517887
2653,Denmark,Western Europe,Perceptions of corruption,% Change,6.238101926093216
2654,Dominican Republic,Latin America and Caribbean,Perceptions of corruption,% Change,-5.5555459362130115
2655,Ecuador,Latin America and Caribbean,Perceptions of corruption,% Change,5.215189700515786
2656,Egypt,Middle East and North Africa,Perceptions of corruption,% Change,0.9233049161954512
2657,El Salvador,Latin America and Caribbean,Perceptions of corruption,% Change,-8.792013239008973
2658,Estonia,Central and Eastern Europe,Perceptions of corruption,% Change,-15.419331310818555
2659,Ethiopia,Sub-Saharan Africa,Perceptions of corruption,% Change,0.9698942484581554
2660,Finland,Western Europe,Perceptions of corruption,% Change,-4.832359028173432
2661,France,Western Europe,Perceptions of corruption,% Change,-2.145788284121916
2662,Gabon,Sub-Saharan Africa,Perceptions of corruption,% Change,-1.0776595062798284
2663,Gambia,Sub-Saharan Africa,Perceptions of corruption,% Change,8.003584491296797
2664,Georgia,Commonwealth of Independent States,Perceptions of corruption,% Change,-1.6434840734034153
2665,Germany,Western Europe,Perceptions of corruption,% Change,0.7839168044015856
2666,Ghana,Sub-Saharan Africa,Perceptions of corruption,% Change,0.0041553613423486605
2667,Greece,Western Europe,Perceptions of corruption,% Change,-4.294692415404032
2668,Guatemala,Latin America and Caribbean,Perceptions of corruption,% Change,-1.0517189807994594
2669,Guinea,Sub-Saharan Africa,Perceptions of corruption,% Change,0.5520586309130016
2670,Haiti,Latin America and Caribbean,Perceptions of corruption,% Change,5.291251036268156
2671,Honduras,Latin America and Caribbean,Perceptions of corruption,% Change,0.9821224146379828
2672,Hong Kong S.A.R. of China,East Asia,Perceptions of corruption,% Change,-4.186140566126141
2673,Hungary,Central and Eastern Europe,Perceptions of corruption,% Change,-1.8945221620447994
2674,Iceland,Western Europe,Perceptions of corruption,% Change,-5.438978270661233
2675,India,South Asia,Perceptions of corruption,% Change,0.2535232857304278
2676,Indonesia,Southeast Asia,Perceptions of corruption,% Change,-1.0608740363866853
2677,Iran,Middle East and North Africa,Perceptions of corruption,% Change,-0.08899188236772135
2678,Iraq,Middle East and North Africa,Perceptions of corruption,% Change,6.413795382276118
2679,Ireland,Western Europe,Perceptions of corruption,% Change,1.6282434821887817
2680,Israel,Middle East and North Africa,Perceptions of corruption,% Change,-3.567251008144846
2681,Italy,Western Europe,Perceptions of corruption,% Change,-0.8477950888749639
2682,Ivory Coast,Sub-Saharan Africa,Perceptions of corruption,% Change,0.40821363922892245
2683,Jamaica,Latin America and Caribbean,Perceptions of corruption,% Change,-0.5501274450116843
2684,Japan,East Asia,Perceptions of corruption,% Change,-2.529655340904411
2685,Jordan,Middle East and North Africa,Perceptions of corruption,% Change,0.6647695769716757
2686,Kazakhstan,Commonwealth of Independent States,Perceptions of corruption,% Change,-4.119191653941112
2687,Kenya,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.7816194315597723
2688,Kosovo,Central and Eastern Europe,Perceptions of corruption,% Change,-0.5777002657772669
2689,Kuwait,Middle East and North Africa,Perceptions of corruption,% Change,-3.265964346812711
2690,Kyrgyzstan,Commonwealth of Independent States,Perceptions of corruption,% Change,2.2066639366231153
2691,Laos,Southeast Asia,Perceptions of corruption,% Change,3.674404124311492
2692,Latvia,Central and Eastern Europe,Perceptions of corruption,% Change,0.5555582726505433
2693,Lebanon,Middle East and North Africa,Perceptions of corruption,% Change,-0.47173405559672893
2694,Lesotho,Sub-Saharan Africa,Perceptions of corruption,% Change,6.71897126345371
2695,Liberia,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.7445250099059072
2696,Libya,Middle East and North Africa,Perceptions of corruption,% Change,-0.2660272886653277
2697,Lithuania,Central and Eastern Europe,Perceptions of corruption,% Change,2.0277278433779204
2698,Luxembourg,Western Europe,Perceptions of corruption,% Change,5.152959485776967
2699,Macedonia,Central and Eastern Europe,Perceptions of corruption,% Change,
2700,Madagascar,Sub-Saharan Africa,Perceptions of corruption,% Change,-1.7719737755243798
2701,Malawi,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.36910962530096075
2702,Malaysia,Southeast Asia,Perceptions of corruption,% Change,-0.036018130730712763
2703,Maldives,South Asia,Perceptions of corruption,% Change,0.09572050623086562
2704,Mali,Sub-Saharan Africa,Perceptions of corruption,% Change,-1.4688419791934426
2705,Malta,Western Europe,Perceptions of corruption,% Change,-0.8423513621000696
2706,Mauritania,Sub-Saharan Africa,Perceptions of corruption,% Change,-2.0400736262518397
2707,Mauritius,Sub-Saharan Africa,Perceptions of corruption,% Change,-2.0293327381385553
2708,Mexico,Latin America and Caribbean,Perceptions of corruption,% Change,-0.9694317982333063
2709,Moldova,Commonwealth of Independent States,Perceptions of corruption,% Change,0.5130454091453303
2710,Mongolia,East Asia,Perceptions of corruption,% Change,-0.8698445320116049
2711,Montenegro,Central and Eastern Europe,Perceptions of corruption,% Change,3.687602859666292
2712,Morocco,Middle East and North Africa,Perceptions of corruption,% Change,-1.8050958376686757
2713,Mozambique,Sub-Saharan Africa,Perceptions of corruption,% Change,0.14361208890465377
2714,Myanmar,Southeast Asia,Perceptions of corruption,% Change,2.3058631694794243
2715,Namibia,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.5226130844958371
2716,Nepal,South Asia,Perceptions of corruption,% Change,-1.503748904154698
2717,Netherlands,Western Europe,Perceptions of corruption,% Change,-7.325437742125655
2718,New Zealand,North America and ANZ,Perceptions of corruption,% Change,9.43350749992595
2719,Nicaragua,Latin America and Caribbean,Perceptions of corruption,% Change,-0.2928325927666022
2720,Niger,Sub-Saharan Africa,Perceptions of corruption,% Change,-4.087052219019679
2721,Nigeria,Sub-Saharan Africa,Perceptions of corruption,% Change,1.8709987308103422
2722,North Cyprus,Western Europe,Perceptions of corruption,% Change,-0.018475819037138852
2723,North Macedonia,Central and Eastern Europe,Perceptions of corruption,% Change,
2724,Norway,Western Europe,Perceptions of corruption,% Change,2.576495908941614
2725,Pakistan,South Asia,Perceptions of corruption,% Change,5.537652343701738
2726,Palestinian Territories,Middle East and North Africa,Perceptions of corruption,% Change,-0.38825225637746735
2727,Panama,Latin America and Caribbean,Perceptions of corruption,% Change,0.5179840852905465
2728,Paraguay,Latin America and Caribbean,Perceptions of corruption,% Change,5.655504231723958
2729,Peru,Latin America and Caribbean,Perceptions of corruption,% Change,-0.30378410448098203
2730,Philippines,Southeast Asia,Perceptions of corruption,% Change,1.14033492177546
2731,Poland,Central and Eastern Europe,Perceptions of corruption,% Change,6.9982658317935
2732,Portugal,Western Europe,Perceptions of corruption,% Change,-0.6306652395840987
2733,Romania,Central and Eastern Europe,Perceptions of corruption,% Change,0.39599219027924637
2734,Russia,Commonwealth of Independent States,Perceptions of corruption,% Change,-2.289840366217497
2735,Rwanda,Sub-Saharan Africa,Perceptions of corruption,% Change,-9.012244058865933
2736,Saudi Arabia,Middle East and North Africa,Perceptions of corruption,% Change,0.20223389102302908
2737,Senegal,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.9625722092735554
2738,Serbia,Central and Eastern Europe,Perceptions of corruption,% Change,-1.0087643188658872
2739,Sierra Leone,Sub-Saharan Africa,Perceptions of corruption,% Change,0.5421044512929256
2740,Singapore,Southeast Asia,Perceptions of corruption,% Change,-25.308008594643493
2741,Slovakia,Central and Eastern Europe,Perceptions of corruption,% Change,-0.7729174328014954
2742,Slovenia,Central and Eastern Europe,Perceptions of corruption,% Change,-1.3549643440358785
2743,South Africa,Sub-Saharan Africa,Perceptions of corruption,% Change,1.9653412857098989
2744,South Korea,East Asia,Perceptions of corruption,% Change,-7.865924166049141
2745,South Sudan,Sub-Saharan Africa,Perceptions of corruption,% Change,
2746,Spain,Western Europe,Perceptions of corruption,% Change,-2.723722961017482
2747,Sri Lanka,South Asia,Perceptions of corruption,% Change,0.4654523663162383
2748,Swaziland,Sub-Saharan Africa,Perceptions of corruption,% Change,-0.037180803505037816
2749,Sweden,Western Europe,Perceptions of corruption,% Change,-5.532594041246358
2750,Switzerland,Western Europe,Perceptions of corruption,% Change,-3.8614860523215353
2751,Taiwan Province of China,East Asia,Perceptions of corruption,% Change,-1.4869768857705246
2752,Tajikistan,Commonwealth of Independent States,Perceptions of corruption,% Change,-6.5998383386764266
2753,Tanzania,Sub-Saharan Africa,Perceptions of corruption,% Change,-6.90536850844339
2754,Thailand,Southeast Asia,Perceptions of corruption,% Change,0.9847638126201127
2755,Togo,Sub-Saharan Africa,Perceptions of corruption,% Change,1.8827908067684407
2756,Trinidad and Tobago,Latin America and Caribbean,Perceptions of corruption,% Change,
2757,Tunisia,Middle East and North Africa,Perceptions of corruption,% Change,0.27775219958701497
2758,Turkey,Middle East and North Africa,Perceptions of corruption,% Change,3.7159476703164156
2759,Turkmenistan,Commonwealth of Independent States,Perceptions of corruption,% Change,0.48751756787453776
2760,Uganda,Sub-Saharan Africa,Perceptions of corruption,% Change,2.1825460422720817
2761,Ukraine,Commonwealth of Independent States,Perceptions of corruption,% Change,0.3653217331934495
2762,United Arab Emirates,Middle East and North Africa,Perceptions of corruption,% Change,-0.9255156495961349
2763,United Kingdom,Western Europe,Perceptions of corruption,% Change,5.295535698459029
2764,United States,North America and ANZ,Perceptions of corruption,% Change,-0.24514484116281338
2765,Uruguay,Latin America and Caribbean,Perceptions of corruption,% Change,-7.231849068495189
2766,Uzbekistan,Commonwealth of Independent States,Perceptions of corruption,% Change,2.692459088141856
2767,Venezuela,Latin America and Caribbean,Perceptions of corruption,% Change,-1.1992756872307857
2768,Vietnam,Southeast Asia,Perceptions of corruption,% Change,-0.05289035301079796
2769,Yemen,Middle East and North Africa,Perceptions of corruption,% Change,-0.03595256947862281
2770,Zambia,Sub-Saharan Africa,Perceptions of corruption,% Change,2.70942239692747
2771,Zimbabwe,Sub-Saharan Africa,Perceptions of corruption,% Change,1.3283780095006408
2772,Afghanistan,South Asia,Social support,2020,0.470366955
2773,Albania,Central and Eastern Europe,Social support,2020,0.671070457
2774,Algeria,Middle East and North Africa,Social support,2020,0.803385139
2775,Argentina,Latin America and Caribbean,Social support,2020,0.900567949
2776,Armenia,Commonwealth of Independent States,Social support,2020,0.757479429
2777,Australia,North America and ANZ,Social support,2020,0.944854617
2778,Austria,Western Europe,Social support,2020,0.928045869
2779,Azerbaijan,Commonwealth of Independent States,Social support,2020,0.819308281
2780,Bahrain,Middle East and North Africa,Social support,2020,0.876342118
2781,Bangladesh,South Asia,Social support,2020,0.687292993
2782,Belarus,Commonwealth of Independent States,Social support,2020,0.90674746
2783,Belgium,Western Europe,Social support,2020,0.911632538
2784,Benin,Sub-Saharan Africa,Social support,2020,0.468671143
2785,Bolivia,Latin America and Caribbean,Social support,2020,0.803108692
2786,Bosnia and Herzegovina,Central and Eastern Europe,Social support,2020,0.829204142
2787,Botswana,Sub-Saharan Africa,Social support,2020,0.779121757
2788,Brazil,Latin America and Caribbean,Social support,2020,0.896723807
2789,Bulgaria,Central and Eastern Europe,Social support,2020,0.937840343
2790,Burkina Faso,Sub-Saharan Africa,Social support,2020,0.712943614
2791,Burundi,Sub-Saharan Africa,Social support,2020,0.490325719
2792,Cambodia,Southeast Asia,Social support,2020,0.773080647
2793,Cameroon,Sub-Saharan Africa,Social support,2020,0.700386405
2794,Canada,North America and ANZ,Social support,2020,0.927176654
2795,Central African Republic,Sub-Saharan Africa,Social support,2020,0.319459856
2796,Chad,Sub-Saharan Africa,Social support,2020,0.632388055
2797,Chile,Latin America and Caribbean,Social support,2020,0.879713595
2798,China,East Asia,Social support,2020,0.798760593
2799,Colombia,Latin America and Caribbean,Social support,2020,0.884440243
2800,Comoros,Sub-Saharan Africa,Social support,2020,0.625662446
2801,Congo (Brazzaville),Sub-Saharan Africa,Social support,2020,0.640228093
2802,Congo (Kinshasa),Sub-Saharan Africa,Social support,2020,0.672159016
2803,Costa Rica,Latin America and Caribbean,Social support,2020,0.901545942
2804,Croatia,Central and Eastern Europe,Social support,2020,0.874623716
2805,Cyprus,Western Europe,Social support,2020,0.805996239
2806,Czech Republic,Central and Eastern Europe,Social support,2020,0.914430678
2807,Denmark,Western Europe,Social support,2020,0.955990791
2808,Dominican Republic,Latin America and Caribbean,Social support,2020,0.882085383
2809,Ecuador,Latin America and Caribbean,Social support,2020,0.836418986
2810,Egypt,Middle East and North Africa,Social support,2020,0.735447824
2811,El Salvador,Latin America and Caribbean,Social support,2020,0.806092262
2812,Estonia,Central and Eastern Europe,Social support,2020,0.934729993
2813,Ethiopia,Sub-Saharan Africa,Social support,2020,0.743307352
2814,Finland,Western Europe,Social support,2020,0.954329729
2815,France,Western Europe,Social support,2020,0.937103748
2816,Gabon,Sub-Saharan Africa,Social support,2020,0.787886858
2817,Gambia,Sub-Saharan Africa,Social support,2020,0.6931687
2818,Georgia,Commonwealth of Independent States,Social support,2020,0.629033029
2819,Germany,Western Europe,Social support,2020,0.898874462
2820,Ghana,Sub-Saharan Africa,Social support,2020,0.728601098
2821,Greece,Western Europe,Social support,2020,0.814380348
2822,Guatemala,Latin America and Caribbean,Social support,2020,0.816621482
2823,Guinea,Sub-Saharan Africa,Social support,2020,0.637573481
2824,Haiti,Latin America and Caribbean,Social support,2020,0.593247831
2825,Honduras,Latin America and Caribbean,Social support,2020,0.821870148
2826,Hong Kong S.A.R. of China,East Asia,Social support,2020,0.845969081
2827,Hungary,Central and Eastern Europe,Social support,2020,0.921934128
2828,Iceland,Western Europe,Social support,2020,0.974669576
2829,India,South Asia,Social support,2020,0.592200935
2830,Indonesia,Southeast Asia,Social support,2020,0.808379889
2831,Iran,Middle East and North Africa,Social support,2020,0.694689691
2832,Iraq,Middle East and North Africa,Social support,2020,0.747694969
2833,Ireland,Western Europe,Social support,2020,0.942081571
2834,Israel,Middle East and North Africa,Social support,2020,0.913571239
2835,Italy,Western Europe,Social support,2020,0.889878571
2836,Ivory Coast,Sub-Saharan Africa,Social support,2020,0.658048689
2837,Jamaica,Latin America and Caribbean,Social support,2020,0.915701866
2838,Japan,East Asia,Social support,2020,0.883545935
2839,Jordan,Middle East and North Africa,Social support,2020,0.80216372
2840,Kazakhstan,Commonwealth of Independent States,Social support,2020,0.934744895
2841,Kenya,Sub-Saharan Africa,Social support,2020,0.702652037
2842,Kosovo,Central and Eastern Europe,Social support,2020,0.820726514
2843,Kuwait,Middle East and North Africa,Social support,2020,0.846475244
2844,Kyrgyzstan,Commonwealth of Independent States,Social support,2020,0.887228489
2845,Laos,Southeast Asia,Social support,2020,0.737502217
2846,Latvia,Central and Eastern Europe,Social support,2020,0.918288589
2847,Lebanon,Middle East and North Africa,Social support,2020,0.824338138
2848,Lesotho,Sub-Saharan Africa,Social support,2020,0.780495703
2849,Liberia,Sub-Saharan Africa,Social support,2020,0.70928055
2850,Libya,Middle East and North Africa,Social support,2020,0.825942934
2851,Lithuania,Central and Eastern Europe,Social support,2020,0.926107109
2852,Luxembourg,Western Europe,Social support,2020,0.906912208
2853,Macedonia,Central and Eastern Europe,Social support,2020,0.820392311
2854,Madagascar,Sub-Saharan Africa,Social support,2020,0.668195903
2855,Malawi,Sub-Saharan Africa,Social support,2020,0.544007301
2856,Malaysia,Southeast Asia,Social support,2020,0.816509426
2857,Maldives,South Asia,Social support,2020,0.91316092
2858,Mali,Sub-Saharan Africa,Social support,2020,0.731468976
2859,Malta,Western Europe,Social support,2020,0.93037951
2860,Mauritania,Sub-Saharan Africa,Social support,2020,0.790819228
2861,Mauritius,Sub-Saharan Africa,Social support,2020,0.910357833
2862,Mexico,Latin America and Caribbean,Social support,2020,0.838665426
2863,Moldova,Commonwealth of Independent States,Social support,2020,0.843313575
2864,Mongolia,East Asia,Social support,2020,0.937142491
2865,Montenegro,Central and Eastern Europe,Social support,2020,0.855314612
2866,Morocco,Middle East and North Africa,Social support,2020,0.592628479
2867,Mozambique,Sub-Saharan Africa,Social support,2020,0.723874032
2868,Myanmar,Southeast Asia,Social support,2020,0.78440702
2869,Namibia,Sub-Saharan Africa,Social support,2020,0.846880972
2870,Nepal,South Asia,Social support,2020,0.785512447
2871,Netherlands,Western Europe,Social support,2020,0.93913883
2872,New Zealand,North America and ANZ,Social support,2020,0.949118972
2873,Nicaragua,Latin America and Caribbean,Social support,2020,0.857497036
2874,Niger,Sub-Saharan Africa,Social support,2020,0.617435038
2875,Nigeria,Sub-Saharan Africa,Social support,2020,0.73721689
2876,North Cyprus,Western Europe,Social support,2020,0.820356607
2877,North Macedonia,Central and Eastern Europe,Social support,2020,
2878,Norway,Western Europe,Social support,2020,0.952486575
2879,Pakistan,South Asia,Social support,2020,0.689062297
2880,Palestinian Territories,Middle East and North Africa,Social support,2020,0.825295925
2881,Panama,Latin America and Caribbean,Social support,2020,0.902094483
2882,Paraguay,Latin America and Caribbean,Social support,2020,0.898727894
2883,Peru,Latin America and Caribbean,Social support,2020,0.831075251
2884,Philippines,Southeast Asia,Social support,2020,0.846730053
2885,Poland,Central and Eastern Europe,Social support,2020,0.874257445
2886,Portugal,Western Europe,Social support,2020,0.886590719
2887,Romania,Central and Eastern Europe,Social support,2020,0.825161517
2888,Russia,Commonwealth of Independent States,Social support,2020,0.903150737
2889,Rwanda,Sub-Saharan Africa,Social support,2020,0.54083544
2890,Saudi Arabia,Middle East and North Africa,Social support,2020,0.874067068
2891,Senegal,Sub-Saharan Africa,Social support,2020,0.723616004
2892,Serbia,Central and Eastern Europe,Social support,2020,0.881475747
2893,Sierra Leone,Sub-Saharan Africa,Social support,2020,0.636142015
2894,Singapore,Southeast Asia,Social support,2020,0.910268962
2895,Slovakia,Central and Eastern Europe,Social support,2020,0.922493756
2896,Slovenia,Central and Eastern Europe,Social support,2020,0.939575672
2897,South Africa,Sub-Saharan Africa,Social support,2020,0.852532268
2898,South Korea,East Asia,Social support,2020,0.799387157
2899,South Sudan,Sub-Saharan Africa,Social support,2020,0.553707123
2900,Spain,Western Europe,Social support,2020,0.921125412
2901,Sri Lanka,South Asia,Social support,2020,0.825374067
2902,Swaziland,Sub-Saharan Africa,Social support,2020,0.770290196
2903,Sweden,Western Europe,Social support,2020,0.926311195
2904,Switzerland,Western Europe,Social support,2020,0.942846596
2905,Taiwan Province of China,East Asia,Social support,2020,0.894309103
2906,Tajikistan,Commonwealth of Independent States,Social support,2020,0.835297108
2907,Tanzania,Sub-Saharan Africa,Social support,2020,0.688933194
2908,Thailand,Southeast Asia,Social support,2020,0.889973223
2909,Togo,Sub-Saharan Africa,Social support,2020,0.551312625
2910,Trinidad and Tobago,Latin America and Caribbean,Social support,2020,0.91529417
2911,Tunisia,Middle East and North Africa,Social support,2020,0.688718557
2912,Turkey,Middle East and North Africa,Social support,2020,0.826313555
2913,Turkmenistan,Commonwealth of Independent States,Social support,2020,0.958966196
2914,Uganda,Sub-Saharan Africa,Social support,2020,0.764994621
2915,Ukraine,Commonwealth of Independent States,Social support,2020,0.878879368
2916,United Arab Emirates,Middle East and North Africa,Social support,2020,0.849181116
2917,United Kingdom,Western Europe,Social support,2020,0.93668282
2918,United States,North America and ANZ,Social support,2020,0.914219022
2919,Uruguay,Latin America and Caribbean,Social support,2020,0.92281127
2920,Uzbekistan,Commonwealth of Independent States,Social support,2020,0.926595807
2921,Venezuela,Latin America and Caribbean,Social support,2020,0.890408158
2922,Vietnam,Southeast Asia,Social support,2020,0.849987149
2923,Yemen,Middle East and North Africa,Social support,2020,0.817980587
2924,Zambia,Sub-Saharan Africa,Social support,2020,0.698824465
2925,Zimbabwe,Sub-Saharan Africa,Social support,2020,0.763092756
2926,Afghanistan,South Asia,Social support,2021,0.463
2927,Albania,Central and Eastern Europe,Social support,2021,0.697
2928,Algeria,Middle East and North Africa,Social support,2021,0.802
2929,Argentina,Latin America and Caribbean,Social support,2021,0.898
2930,Armenia,Commonwealth of Independent States,Social support,2021,0.799
2931,Australia,North America and ANZ,Social support,2021,0.94
2932,Austria,Western Europe,Social support,2021,0.934
2933,Azerbaijan,Commonwealth of Independent States,Social support,2021,0.836
2934,Bahrain,Middle East and North Africa,Social support,2021,0.862
2935,Bangladesh,South Asia,Social support,2021,0.693
2936,Belarus,Commonwealth of Independent States,Social support,2021,0.91
2937,Belgium,Western Europe,Social support,2021,0.906
2938,Benin,Sub-Saharan Africa,Social support,2021,0.489
2939,Bolivia,Latin America and Caribbean,Social support,2021,0.81
2940,Bosnia and Herzegovina,Central and Eastern Europe,Social support,2021,0.87
2941,Botswana,Sub-Saharan Africa,Social support,2021,0.784
2942,Brazil,Latin America and Caribbean,Social support,2021,0.882
2943,Bulgaria,Central and Eastern Europe,Social support,2021,0.931
2944,Burkina Faso,Sub-Saharan Africa,Social support,2021,0.672
2945,Burundi,Sub-Saharan Africa,Social support,2021,0.49
2946,Cambodia,Southeast Asia,Social support,2021,0.765
2947,Cameroon,Sub-Saharan Africa,Social support,2021,0.71
2948,Canada,North America and ANZ,Social support,2021,0.926
2949,Central African Republic,Sub-Saharan Africa,Social support,2021,
2950,Chad,Sub-Saharan Africa,Social support,2021,0.619
2951,Chile,Latin America and Caribbean,Social support,2021,0.882
2952,China,East Asia,Social support,2021,0.811
2953,Colombia,Latin America and Caribbean,Social support,2021,0.847
2954,Comoros,Sub-Saharan Africa,Social support,2021,0.626
2955,Congo (Brazzaville),Sub-Saharan Africa,Social support,2021,0.636
2956,Congo (Kinshasa),Sub-Saharan Africa,Social support,2021,
2957,Costa Rica,Latin America and Caribbean,Social support,2021,0.891
2958,Croatia,Central and Eastern Europe,Social support,2021,0.924
2959,Cyprus,Western Europe,Social support,2021,0.802
2960,Czech Republic,Central and Eastern Europe,Social support,2021,0.947
2961,Denmark,Western Europe,Social support,2021,0.954
2962,Dominican Republic,Latin America and Caribbean,Social support,2021,0.853
2963,Ecuador,Latin America and Caribbean,Social support,2021,0.821
2964,Egypt,Middle East and North Africa,Social support,2021,0.75
2965,El Salvador,Latin America and Caribbean,Social support,2021,0.762
2966,Estonia,Central and Eastern Europe,Social support,2021,0.941
2967,Ethiopia,Sub-Saharan Africa,Social support,2021,0.764
2968,Finland,Western Europe,Social support,2021,0.954
